Department for Transport Statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table TSGB0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domestic freight moved: by commodity: 20111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,          Billion tonne kilometres/percentage,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Road1,2",,Rail1,,Water,,Pipeline1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Commodity group,Billion,,Billion,,Billion,,Billion,,,,,,,,,,,,,,,,,,,,,,,,,,,
(NST3 Chapter),tonne-kms,Percentage,tonne-kms,Percentage,tonne-kms,Percentage,tonne-kms,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,
Agricultural products and live animals,11.7,7.8,..,..,0.7,1.6,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,
Foodstuffs and animal fodder,39.2,26.0,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,
Solid mineral fuels,1.5,1.0,6.4,30.5,0.4,0.8,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,
Petroleum products,6.0,4.0,1.2,5.7,29.6,68.7,10.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Ores and metal waste,1.1,0.8,..,..,0.1,0.3,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,
Metal products,4.9,3.3,2.2,10.6,0.1,0.3,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crude and manufactured 
minerals and building materials",19.5,12.9,3.5,16.4,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,
Fertilisers,2.5,1.7,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,
Chemicals,6.2,4.1,..,..,..,..,..,..,,,,,,
"Machinery, transport equipment, 
manufactured articles and miscellaneous articles",57.9,38.5,..,..,..,..,..,..,,,,,,
Not categorised4,..,..,7.7,36.8,12.2,28.2,-,-,,,,,,
All commodities,150.5,100.0,21.1,100.0,43.0,100.0,10.1,100.0,,,,,,
,,,,,,,,,,,,,,
"1  Figures for roads are for 2010, pipelines for 2011, rail for the financial year 2011/12.",,,,,,,,,,,,,,
"2  British-registered goods vehicles, including those 3.5 tonnes gross vehicle weight or less.",,,,,,,,,,,,,,
3  Standard EC classification for transport. See Notes and definitions.,,,,,,,,,,,,,,
"4  The rail categories provided by ORR and the water categories provided by DfT Port Freight Statistics do not all match the NST categories. Unmatched categories are recorded as ""Not categorised"".",,,,,,,,,,,,,,
   ,,,,,,,,,,,,,,
Telephone:,,,,,,,,Sources: Road and water - DfT; Rail - ORR; Pipeline - DECC ,,,,,,
Rail: 020 7944 2419,,,,,,,,,,,,,,
Road: 020 7944 4261,,,,,,,,Last updated: December 2012,,,,,,
Pipeline: 020 7215 2718,,,,,,,,Next update: December 2013,,,,,,
Notes and definitions,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
The rail figures in this table are outside the scope of National Statistics,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
