Department for Transport statistics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Energy and the Environment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table ENV0303 (TSGB0310) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Aircraft noise: population affected by noise around airports: 2000-2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,square km/thousands,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heathrow 1,Air transport movements (000's),,459.723,457.639,460.292,457.077,469.786,472.041,470.891,475.789,473.207,460.178,449.271,476.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Area (sq km) within:,57 Leq contour,135.6,117.4,126.9,126.9,117.4,117.2,117.4,119.6,123.1,112.5,108.3,108.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,63 Leq contour,48.2,41.2,43.8,43.8,40.3,39.1,38.4,37.6,37.7,34.4,33.8,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,69 Leq contour,19.0,14.1,16.4,15.6,13.3,12.4,11.9,12.2,11.8,10.2,9.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Population (000's) within:,57 Leq contour,275.2,240.4,258.3,263.7,239.7,251.7,258.0,251.9,268.5,245.3,228.7,243.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,63 Leq contour,71.9,54.9,64.2,64.6,55.9,51.8,51.2,45.1,47.1,40.2,38.6,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,69 Leq contour,11.5,6.8,8.6,8.0,5.7,3.9,3.6,3.7,3.9,3.2,2.8,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gatwick,Air transport movements (000's),,251.207,243.981,233.643,234.455,241.174,251.953,254.414,258.921,256.352,245.377,233.553,244.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Area (sq km) within:,57 Leq contour,71.9,55.9,45.2,46.1,48.0,49.3,46.7,49.0,46.7,41.0,39.6,40.4,,,,,,,,,
,,63 Leq contour,26.4,19.6,15.8,16.5,16.7,16.9,15.6,16.3,15.1,12.8,12.5,12.8,,,,,,,,,
,,69 Leq contour,9.0,6.0,4.6,4.8,4.8,5.1,4.6,4.9,4.5,3.7,3.6,3.6,,,,,,,,,
,Population (000's) within:,57 Leq contour,8.7,5.2,3.5,4.2,4.5,4.7,4.5,4.8,4.4,3.6,2.9,3.1,,,,,,,,,
,,63 Leq contour,1.4,0.8,0.5,0.6,0.6,0.7,0.6,0.6,0.6,0.5,0.4,0.4,,,,,,,,,
,,69 Leq contour,0.2,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,0.0,,,,,,,,,
Stansted,Air transport movements (000's),,143.6,150.6,152.4,169.2,176.8,178.0,190.0,191.5,177.3,156.0,143.0,136.899,,,,,,,,,
,Area (sq km) within:,57 Leq contour,52.4,32.1,31.7,33.3,29.9,27.4,29.3,30.8,29.1,24.1,22.5,21.2,,,,,,,,,
,,63 Leq contour,20.4,11.6,11.3,11.7,9.9,8.7,8.6,8.9,8.2,6.9,6.4,5.8,,,,,,,,,
,,69 Leq contour,7.6,3.6,3.4,3.5,2.8,2.4,2.3,2.5,2.3,1.9,1.8,1.6,,,,,,,,,
,Population (000's) within:,57 Leq contour,5.7,2.3,2.0,2.3,2.9,2.0,2.0,2.5,2.9,1.5,1.4,1.3,,,,,,,,,
,,63 Leq contour,1.3,0.4,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.1,,,,,,,,,
,,69 Leq contour,0.2,0.1,0.1,-,-,-,-,-,-,-,-,0.0,,,,,,,,,
Manchester,Air transport movements (000's),,177.575,182.097,177.545,191.518,208.493,217.987,213.026,206.503,191.228,162.126,148.876,158.0,,,,,,,,,
,Area (sq km) within:,57 Leq contour,46.4,43.4,40.3,39.1,39.6,40.2,37.7,37.5,35.0,29.4,29.2,30.2,,,,,,,,,
,,63 Leq contour,15.8,14.6,12.8,13.3,13.7,14.3,13.0,12.4,11.1,9.7,9.4,9.4,,,,,,,,,
